Date,Festival,Product_Category,Sub_Category,Actual Price,Discount Price,Discount (%),Profit,Sales_Quantity,Age,Gender,Location,Review Rating,Previous Purchases,Frequency Of Purchases,Income,Browsing Time,Frequency,Festival Day Type
2024-12-31,Year-End Clearance,Clothing,Hoodie,87,57,34.48,30,16,43,Male,Alabama,2.7,26,Quarterly,120420,43,High,Festival Day
2024-11-25,Normal Days,Accessories,Backpack,56,34,39.29,22,5,27,Male,South Dakota,3.5,34,Quarterly,91315,29,Low,Non-Festival Day
2024-04-16,Normal Days,Accessories,Sunglasses,85,75,11.76,10,2,35,Male,New Mexico,3.5,24,Every 3 Months,97834,20,Low,Non-Festival Day
2024-08-13,Back to School Sales,Accessories,Scarf,135,94,30.37,41,16,43,Male,Oregon,4.5,23,Fortnightly,146205,56,High,Festival Day
2024-11-08,Normal Days,Accessories,Hat,101,84,16.83,17,7,57,Male,Oregon,3.8,3,Weekly,34153,12,Low,Non-Festival Day
2024-08-05,Back to School Sales,Accessories,Scarf,70,38,45.71,32,8,50,Male,Mississippi,3.8,2,Quarterly,129415,85,High,Festival Day
2024-08-28,Normal Days,Accessories,Scarf,84,75,10.71,9,5,37,Male,Alabama,3.2,23,Bi-Weekly,96325,21,Low,Non-Festival Day
2024-09-15,Normal Days,Clothing,Pants,61,44,27.87,17,7,68,Male,Kansas,4.3,8,Weekly,129701,9,Low,Non-Festival Day
2024-09-18,Normal Days,Accessories,Backpack,54,33,38.89,21,7,22,Male,California,4.5,30,Every 3 Months,32999,16,Low,Non-Festival Day
2024-01-05,Normal Days,Accessories,Sunglasses,137,93,32.12,44,6,58,Male,Idaho,4.2,48,Annually,75318,10,Low,Non-Festival Day
2024-09-17,Normal Days,Footwear,Sneakers,148,99,33.11,49,8,48,Male,Wyoming,3.0,21,Bi-Weekly,20814,22,Low,Non-Festival Day
2024-02-23,Normal Days,Accessories,Backpack,69,33,52.17,36,7,30,Male,Minnesota,4.1,9,Monthly,135033,9,Low,Non-Festival Day
2024-02-16,Normal Days,Footwear,Sneakers,109,76,30.28,33,9,51,Male,Washington,4.6,8,Monthly,96077,10,Low,Non-Festival Day
2024-08-02,Back to School Sales,Clothing,Skirt,70,63,10.0,7,13,20,Male,Hawaii,2.9,29,Weekly,110474,70,High,Festival Day
2024-06-25,Normal Days,Clothing,Pants,85,41,51.76,44,11,30,Male,Missouri,4.8,3,Every 3 Months,22443,19,Low,Non-Festival Day
2024-01-09,Normal Days,Accessories,Jewelry,126,88,30.16,38,7,28,Male,Colorado,4.5,11,Fortnightly,95993,14,Low,Non-Festival Day
2024-04-08,Normal Days,Clothing,Skirt,136,92,32.35,44,9,37,Male,Washington,3.4,16,Monthly,95916,21,Low,Non-Festival Day
2024-01-20,Normal Days,Clothing,T-shirt,62,31,50.0,31,9,36,Male,North Dakota,4.3,25,Weekly,93319,23,Low,Non-Festival Day
2024-08-28,Normal Days,Clothing,Skirt,42,25,40.48,17,9,18,Male,Minnesota,4.2,32,Bi-Weekly,145885,16,Low,Non-Festival Day
2024-03-01,Normal Days,Clothing,Shirt,77,28,63.64,49,10,52,Male,California,3.6,28,Fortnightly,129777,13,Low,Non-Festival Day
2024-06-26,Normal Days,Clothing,Dress,112,75,33.04,37,5,56,Male,Michigan,3.7,36,Monthly,37368,19,Low,Non-Festival Day
2024-12-03,Normal Days,Footwear,Boots,44,34,22.73,10,8,68,Male,Delaware,4.0,7,Fortnightly,35328,18,Low,Non-Festival Day
2024-03-02,Normal Days,Clothing,Pants,125,97,22.4,28,8,62,Male,California,4.9,2,Quarterly,76942,5,Low,Non-Festival Day
2024-05-24,Normal Days,Outerwear,Jacket,103,80,22.33,23,6,35,Male,Oklahoma,3.1,6,Monthly,111751,21,Low,Non-Festival Day
2024-08-03,Back to School Sales,Footwear,Sneakers,91,71,21.98,20,15,65,Male,North Dakota,3.7,30,Annually,119131,62,High,Festival Day
2024-01-03,Normal Days,Accessories,Jewelry,121,77,36.36,44,9,69,Male,Ohio,4.2,46,Quarterly,47306,27,Low,Non-Festival Day
2024-06-08,Normal Days,Accessories,Belt,73,41,43.84,32,8,28,Male,Hawaii,2.5,39,Monthly,105451,25,Low,Non-Festival Day
2024-08-14,Back to School Sales,Accessories,Scarf,129,92,28.68,37,12,37,Male,Maryland,4.3,8,Annually,59915,83,High,Festival Day
2024-09-25,Normal Days,Clothing,Blouse,140,95,32.14,45,7,41,Male,Hawaii,3.1,46,Quarterly,57219,17,Low,Non-Festival Day
2024-04-29,Normal Days,Clothing,Sweater,42,25,40.48,17,9,37,Male,Alabama,3.0,40,Fortnightly,100879,12,Low,Non-Festival Day
2024-03-29,Easter Sales,Footwear,Boots,124,77,37.9,47,16,25,Male,Oklahoma,4.0,21,Weekly,131939,59,High,Festival Day
2024-11-24,Normal Days,Clothing,Socks,148,99,33.11,49,11,41,Male,Alabama,3.5,33,Fortnightly,84644,17,Low,Non-Festival Day
2024-03-08,Normal Days,Accessories,Belt,53,24,54.72,29,9,48,Male,Vermont,3.2,3,Monthly,80279,20,Low,Non-Festival Day
2024-12-22,Christmas Sales,Footwear,Sneakers,118,72,38.98,46,16,42,Male,Ohio,2.7,48,Weekly,73028,31,High,Festival Day
2024-04-07,Normal Days,Clothing,Jeans,120,80,33.33,40,7,54,Male,Wisconsin,3.0,8,Annually,124263,17,Low,Non-Festival Day
2024-09-23,Normal Days,Clothing,Skirt,131,100,23.66,31,8,18,Male,South Dakota,2.9,24,Annually,20126,22,Low,Non-Festival Day
2024-04-14,Normal Days,Footwear,Shoes,125,83,33.6,42,6,56,Male,Iowa,3.3,10,Every 3 Months,72329,7,Low,Non-Festival Day
2024-11-18,Normal Days,Clothing,Dress,106,95,10.38,11,6,61,Male,Maryland,4.9,25,Monthly,47632,17,Low,Non-Festival Day
2024-05-02,Normal Days,Accessories,Handbag,50,41,18.0,9,6,40,Male,Colorado,3.7,3,Fortnightly,127099,23,Low,Non-Festival Day
2024-01-29,Normal Days,Accessories,Backpack,82,35,57.32,47,7,34,Male,Wisconsin,3.5,45,Fortnightly,85310,17,Low,Non-Festival Day
2024-05-16,Normal Days,Accessories,Jewelry,79,30,62.03,49,11,42,Male,Mississippi,4.7,15,Monthly,129945,23,Low,Non-Festival Day
2024-07-13,Normal Days,Accessories,Hat,56,21,62.5,35,7,43,Male,Mississippi,2.6,34,Quarterly,75176,8,Low,Non-Festival Day
2024-08-13,Back to School Sales,Accessories,Jewelry,112,85,24.11,27,14,47,Male,California,4.1,21,Bi-Weekly,139797,48,High,Festival Day
2024-11-27,Normal Days,Clothing,Shirt,100,54,46.0,46,8,48,Male,Delaware,2.8,22,Bi-Weekly,106066,22,Low,Non-Festival Day
2024-06-18,Normal Days,Footwear,Boots,40,26,35.0,14,2,20,Male,Montana,4.7,24,Weekly,125500,29,Low,Non-Festival Day
2024-01-09,Normal Days,Clothing,Shirt,95,59,37.89,36,9,65,Male,Indiana,2.9,33,Monthly,146413,10,Low,Non-Festival Day
2024-02-09,Normal Days,Accessories,Sunglasses,95,48,49.47,47,11,54,Male,West Virginia,2.8,13,Fortnightly,64327,23,Low,Non-Festival Day
2024-01-25,Normal Days,Clothing,Shorts,132,98,25.76,34,7,23,Male,Iowa,4.3,17,Bi-Weekly,88904,29,Low,Non-Festival Day
2024-09-17,Normal Days,Clothing,Sweater,135,92,31.85,43,6,18,Male,Maine,4.8,25,Every 3 Months,23797,8,Low,Non-Festival Day
2024-08-13,Back to School Sales,Accessories,Belt,81,46,43.21,35,13,70,Male,Connecticut,3.4,15,Bi-Weekly,67882,33,High,Festival Day
2024-05-03,Normal Days,Clothing,T-shirt,43,21,51.16,22,4,55,Male,Kansas,4.3,4,Fortnightly,33718,28,Low,Non-Festival Day
2024-02-07,Normal Days,Clothing,Shorts,112,72,35.71,40,9,49,Male,Vermont,2.7,43,Quarterly,54560,11,Low,Non-Festival Day
2024-11-23,Normal Days,Footwear,Sandals,64,58,9.38,6,7,26,Male,Nebraska,4.6,12,Bi-Weekly,96589,11,Low,Non-Festival Day
2024-09-07,Normal Days,Clothing,Shirt,111,93,16.22,18,6,33,Male,Nevada,4.1,3,Monthly,42116,27,Low,Non-Festival Day
2024-06-24,Normal Days,Clothing,Socks,48,31,35.42,17,8,20,Male,Tennessee,3.4,1,Annually,56244,20,Low,Non-Festival Day
2024-03-30,Easter Sales,Clothing,Pants,59,26,55.93,33,9,41,Male,Arkansas,4.5,6,Monthly,121721,88,High,Festival Day
2024-02-06,Normal Days,Clothing,Skirt,84,68,19.05,16,4,18,Male,Wisconsin,4.4,26,Monthly,21645,20,Low,Non-Festival Day
2024-11-11,Normal Days,Accessories,Jewelry,74,31,58.11,43,11,26,Male,Illinois,4.0,6,Fortnightly,67523,9,Low,Non-Festival Day
2024-06-24,Normal Days,Clothing,T-shirt,47,41,12.77,6,3,30,Male,Kansas,3.4,22,Bi-Weekly,144085,19,Low,Non-Festival Day
2024-10-10,Normal Days,Accessories,Jewelry,98,62,36.73,36,8,64,Male,New York,3.2,45,Bi-Weekly,137718,27,Low,Non-Festival Day
2024-03-21,Normal Days,Accessories,Hat,58,41,29.31,17,5,26,Male,Colorado,3.4,50,Quarterly,39256,8,Low,Non-Festival Day
2024-04-23,Normal Days,Clothing,Blouse,95,64,32.63,31,9,43,Male,Wisconsin,4.3,50,Fortnightly,121376,28,Low,Non-Festival Day
2024-02-09,Normal Days,Footwear,Sandals,117,72,38.46,45,10,63,Male,Michigan,5.0,39,Quarterly,120158,29,Low,Non-Festival Day
2024-10-27,Normal Days,Accessories,Handbag,99,78,21.21,21,7,57,Male,Hawaii,3.5,50,Bi-Weekly,73173,17,Low,Non-Festival Day
2024-08-11,Back to School Sales,Accessories,Hat,91,47,48.35,44,14,25,Male,Virginia,3.1,27,Every 3 Months,57430,57,High,Festival Day
2024-11-13,Normal Days,Accessories,Scarf,81,46,43.21,35,9,68,Male,Ohio,3.9,38,Fortnightly,59282,23,Low,Non-Festival Day
2024-12-14,Normal Days,Clothing,Shorts,81,43,46.91,38,7,31,Male,Missouri,4.0,37,Every 3 Months,139719,11,Low,Non-Festival Day
2024-04-24,Normal Days,Accessories,Backpack,86,58,32.56,28,7,64,Male,Indiana,3.5,50,Annually,83374,16,Low,Non-Festival Day
2024-07-04,Normal Days,Clothing,Sweater,81,32,60.49,49,11,38,Male,Florida,3.6,40,Every 3 Months,88244,13,Low,Non-Festival Day
2024-11-18,Normal Days,Clothing,Skirt,84,45,46.43,39,8,34,Male,Minnesota,3.0,3,Bi-Weekly,31694,21,Low,Non-Festival Day
2024-02-25,Normal Days,Footwear,Sneakers,45,35,22.22,10,2,32,Male,Nevada,2.6,45,Bi-Weekly,76264,6,Low,Non-Festival Day
2024-02-09,Normal Days,Accessories,Sunglasses,44,21,52.27,23,9,69,Male,Maine,2.9,8,Annually,95060,20,Low,Non-Festival Day
2024-12-19,Normal Days,Clothing,Dress,98,64,34.69,34,6,45,Male,Massachusetts,3.1,7,Monthly,117416,11,Low,Non-Festival Day
2024-02-09,Normal Days,Clothing,Blouse,99,88,11.11,11,4,35,Male,North Dakota,3.3,13,Quarterly,77545,22,Low,Non-Festival Day
2024-12-12,Normal Days,Footwear,Shoes,62,48,22.58,14,7,63,Male,New Jersey,2.9,29,Every 3 Months,138195,11,Low,Non-Festival Day
2024-08-24,Normal Days,Clothing,Sweater,81,36,55.56,45,10,65,Male,Indiana,3.9,7,Fortnightly,59224,5,Low,Non-Festival Day
2024-10-15,Normal Days,Accessories,Gloves,64,28,56.25,36,7,35,Male,Oregon,4.7,50,Every 3 Months,122516,7,Low,Non-Festival Day
2024-09-18,Normal Days,Clothing,Socks,118,80,32.2,38,10,54,Male,North Dakota,4.4,33,Bi-Weekly,117945,25,Low,Non-Festival Day
2024-08-03,Back to School Sales,Outerwear,Coat,55,23,58.18,32,13,28,Male,South Carolina,3.6,30,Every 3 Months,33224,89,High,Festival Day
2024-05-26,Normal Days,Accessories,Sunglasses,43,24,44.19,19,3,68,Male,North Carolina,3.2,40,Annually,60738,15,Low,Non-Festival Day
2024-12-01,Normal Days,Footwear,Boots,56,22,60.71,34,7,58,Male,North Dakota,4.0,49,Fortnightly,45150,26,Low,Non-Festival Day
2024-06-16,Fatherâ€™s Day,Clothing,Dress,62,21,66.13,41,17,35,Male,Massachusetts,3.5,32,Fortnightly,83731,76,High,Festival Day
2024-04-01,Normal Days,Outerwear,Jacket,84,51,39.29,33,7,68,Male,Tennessee,4.6,18,Weekly,69688,29,Low,Non-Festival Day
2024-12-18,Normal Days,Accessories,Gloves,91,65,28.57,26,4,41,Male,Missouri,3.3,50,Annually,119929,29,Low,Non-Festival Day
2024-02-28,Normal Days,Accessories,Scarf,59,51,13.56,8,3,65,Male,Tennessee,4.0,13,Weekly,128618,7,Low,Non-Festival Day
2024-02-28,Normal Days,Clothing,Hoodie,56,32,42.86,24,7,50,Male,Colorado,3.4,1,Every 3 Months,93509,28,Low,Non-Festival Day
2024-10-30,Normal Days,Outerwear,Coat,106,70,33.96,36,7,18,Male,Mississippi,4.2,16,Fortnightly,28577,17,Low,Non-Festival Day
2024-06-17,Normal Days,Accessories,Scarf,117,77,34.19,40,11,38,Male,Ohio,3.9,6,Monthly,28070,8,Low,Non-Festival Day
2024-09-25,Normal Days,Outerwear,Coat,98,90,8.16,8,7,68,Male,North Carolina,3.9,21,Monthly,146161,27,Low,Non-Festival Day
2024-12-28,Year-End Clearance,Accessories,Scarf,67,36,46.27,31,14,53,Male,Ohio,2.8,36,Every 3 Months,28666,83,High,Festival Day
2024-02-14,Valentineâ€™s Day,Accessories,Handbag,98,77,21.43,21,10,58,Male,Nebraska,3.7,20,Every 3 Months,77761,37,High,Festival Day
2024-12-10,Normal Days,Footwear,Boots,94,78,17.02,16,7,34,Male,Hawaii,4.9,8,Quarterly,141178,26,Low,Non-Festival Day
2024-06-29,Normal Days,Clothing,Pants,95,69,27.37,26,4,36,Male,Oklahoma,2.6,22,Monthly,56368,8,Low,Non-Festival Day
2024-06-18,Normal Days,Clothing,T-shirt,84,63,25.0,21,6,58,Male,Wisconsin,4.9,3,Quarterly,26783,22,Low,Non-Festival Day
2024-12-21,Christmas Sales,Accessories,Scarf,50,36,28.0,14,11,60,Male,Arkansas,3.4,46,Fortnightly,131530,68,High,Festival Day
2024-07-09,Normal Days,Outerwear,Coat,85,80,5.88,5,5,59,Male,Texas,3.9,42,Monthly,61914,15,Low,Non-Festival Day
2024-06-03,Normal Days,Clothing,Sweater,61,35,42.62,26,4,65,Male,New Mexico,4.0,1,Fortnightly,90507,8,Low,Non-Festival Day
2024-07-06,Normal Days,Accessories,Belt,123,93,24.39,30,8,31,Male,Colorado,3.0,29,Bi-Weekly,147738,17,Low,Non-Festival Day
2024-01-07,Normal Days,Accessories,Belt,47,25,46.81,22,4,43,Male,Indiana,2.6,14,Quarterly,99026,13,Low,Non-Festival Day
2024-05-12,Motherâ€™s Day,Clothing,Sweater,99,81,18.18,18,8,37,Male,Arizona,3.2,4,Monthly,135893,38,High,Festival Day
2024-08-22,Normal Days,Clothing,Blouse,75,42,44.0,33,5,21,Male,Indiana,2.6,41,Every 3 Months,131255,27,Low,Non-Festival Day
2024-02-14,Valentineâ€™s Day,Clothing,Skirt,52,36,30.77,16,12,69,Male,Indiana,3.2,4,Bi-Weekly,130616,50,High,Festival Day
2024-11-09,Normal Days,Accessories,Jewelry,106,66,37.74,40,11,32,Male,Alaska,4.1,47,Weekly,87526,23,Low,Non-Festival Day
2024-09-05,Normal Days,Accessories,Gloves,76,37,51.32,39,8,53,Male,Utah,3.9,44,Annually,90835,7,Low,Non-Festival Day
2024-01-31,Normal Days,Clothing,T-shirt,61,45,26.23,16,4,59,Male,Louisiana,4.1,37,Monthly,65765,29,Low,Non-Festival Day
2024-01-23,Normal Days,Accessories,Gloves,97,86,11.34,11,3,64,Male,Iowa,2.7,21,Quarterly,39956,29,Low,Non-Festival Day
2024-06-08,Normal Days,Accessories,Sunglasses,57,24,57.89,33,9,63,Male,New Mexico,4.6,46,Fortnightly,107895,16,Low,Non-Festival Day
2024-12-28,Year-End Clearance,Clothing,Shirt,37,22,40.54,15,9,43,Male,Maine,3.5,1,Bi-Weekly,66240,58,High,Festival Day
2024-06-06,Normal Days,Accessories,Handbag,90,53,41.11,37,6,19,Male,Minnesota,5.0,35,Weekly,141008,15,Low,Non-Festival Day
2024-02-08,Normal Days,Outerwear,Jacket,51,41,19.61,10,2,40,Male,New Mexico,3.4,49,Monthly,57148,24,Low,Non-Festival Day
2024-03-22,Normal Days,Clothing,Skirt,83,64,22.89,19,7,51,Male,Arkansas,3.1,47,Annually,114270,15,Low,Non-Festival Day
2024-12-21,Christmas Sales,Accessories,Handbag,76,40,47.37,36,14,51,Male,Oklahoma,3.4,24,Every 3 Months,147978,78,High,Festival Day
2024-09-14,Normal Days,Clothing,Blouse,48,33,31.25,15,8,66,Male,Utah,4.0,28,Fortnightly,24757,25,Low,Non-Festival Day
2024-07-24,Back to School Sales,Clothing,T-shirt,86,59,31.4,27,8,42,Male,Wisconsin,2.7,22,Quarterly,39097,43,High,Festival Day
2024-03-17,Normal Days,Clothing,Pants,103,73,29.13,30,10,22,Male,Utah,3.6,20,Weekly,30395,20,Low,Non-Festival Day
2024-01-12,Normal Days,Clothing,Hoodie,60,22,63.33,38,8,31,Male,Utah,4.0,25,Weekly,36241,28,Low,Non-Festival Day
2024-10-21,Normal Days,Footwear,Boots,111,73,34.23,38,5,18,Male,South Carolina,3.8,15,Quarterly,123892,14,Low,Non-Festival Day
2024-08-11,Back to School Sales,Clothing,Blouse,95,62,34.74,33,13,21,Male,Hawaii,3.4,49,Bi-Weekly,47696,60,High,Festival Day
2024-01-13,Normal Days,Outerwear,Coat,64,56,12.5,8,5,35,Male,Alaska,3.2,10,Fortnightly,135654,8,Low,Non-Festival Day
2024-02-15,Normal Days,Clothing,Pants,111,90,18.92,21,4,35,Male,Colorado,4.7,21,Annually,90480,14,Low,Non-Festival Day
2024-06-03,Normal Days,Accessories,Sunglasses,83,44,46.99,39,6,27,Male,West Virginia,3.1,34,Weekly,66163,24,Low,Non-Festival Day
2024-04-22,Normal Days,Clothing,Jeans,52,35,32.69,17,4,65,Male,Oregon,3.3,41,Weekly,39816,16,Low,Non-Festival Day
2024-08-20,Normal Days,Clothing,Pants,116,71,38.79,45,8,41,Male,Ohio,4.8,30,Fortnightly,69840,13,Low,Non-Festival Day
2024-01-17,Normal Days,Clothing,Dress,95,52,45.26,43,5,60,Male,Massachusetts,4.5,24,Bi-Weekly,122547,19,Low,Non-Festival Day
2024-12-25,Normal Days,Footwear,Shoes,56,37,33.93,19,8,61,Male,Louisiana,3.4,6,Annually,72853,13,Low,Non-Festival Day
2024-08-10,Back to School Sales,Footwear,Sneakers,128,95,25.78,33,13,24,Male,Virginia,3.7,14,Bi-Weekly,44917,36,High,Festival Day
2024-12-19,Normal Days,Clothing,Socks,130,97,25.38,33,8,65,Male,New York,4.9,37,Bi-Weekly,116731,28,Low,Non-Festival Day
2024-07-06,Normal Days,Outerwear,Coat,72,57,20.83,15,8,23,Male,Arkansas,3.5,37,Quarterly,41566,16,Low,Non-Festival Day
2024-12-09,Green Monday,Clothing,Shirt,129,93,27.91,36,8,30,Male,New Mexico,4.6,28,Weekly,95452,89,High,Festival Day
2024-12-30,Year-End Clearance,Clothing,Blouse,54,48,11.11,6,10,33,Male,Minnesota,4.6,43,Bi-Weekly,82823,49,High,Festival Day
2024-06-11,Normal Days,Accessories,Gloves,93,75,19.35,18,5,22,Male,Illinois,4.2,25,Annually,141392,28,Low,Non-Festival Day
2024-11-21,Normal Days,Clothing,Skirt,94,70,25.53,24,9,67,Male,Georgia,3.7,4,Annually,40806,18,Low,Non-Festival Day
2024-03-14,Normal Days,Accessories,Handbag,52,26,50.0,26,7,28,Male,Mississippi,3.0,13,Fortnightly,95520,26,Low,Non-Festival Day
2024-08-20,Normal Days,Clothing,Shirt,88,73,17.05,15,5,32,Male,North Carolina,4.6,32,Monthly,21759,20,Low,Non-Festival Day
2024-08-11,Back to School Sales,Outerwear,Coat,61,30,50.82,31,11,40,Male,Nevada,3.2,1,Annually,146092,58,High,Festival Day
2024-11-14,Normal Days,Footwear,Shoes,68,61,10.29,7,3,64,Male,Connecticut,3.5,4,Annually,61949,23,Low,Non-Festival Day
2024-02-29,Normal Days,Accessories,Handbag,96,75,21.88,21,9,56,Male,Utah,2.6,33,Bi-Weekly,112374,27,Low,Non-Festival Day
2024-11-30,Normal Days,Outerwear,Jacket,136,88,35.29,48,6,63,Male,Tennessee,4.9,45,Fortnightly,22482,7,Low,Non-Festival Day
2024-08-09,Back to School Sales,Clothing,Shirt,99,67,32.32,32,8,20,Male,Mississippi,2.7,20,Fortnightly,44442,72,High,Festival Day
2024-02-06,Normal Days,Accessories,Hat,128,95,25.78,33,10,54,Male,Nebraska,4.7,1,Fortnightly,53719,27,Low,Non-Festival Day
2024-10-04,Normal Days,Accessories,Sunglasses,94,69,26.6,25,3,31,Male,West Virginia,4.0,7,Bi-Weekly,78066,25,Low,Non-Festival Day
2024-07-14,Normal Days,Clothing,Shirt,107,87,18.69,20,3,36,Male,South Carolina,3.5,48,Every 3 Months,113501,24,Low,Non-Festival Day
2024-12-17,Normal Days,Accessories,Belt,82,41,50.0,41,7,25,Male,Iowa,4.8,46,Quarterly,22079,23,Low,Non-Festival Day
2024-08-29,Normal Days,Clothing,Sweater,91,67,26.37,24,6,20,Male,North Dakota,4.0,34,Annually,22717,12,Low,Non-Festival Day
2024-11-19,Normal Days,Clothing,Hoodie,80,70,12.5,10,2,62,Male,West Virginia,4.1,36,Monthly,79676,24,Low,Non-Festival Day
2024-08-06,Back to School Sales,Accessories,Handbag,64,41,35.94,23,10,69,Male,Mississippi,3.8,44,Every 3 Months,47952,37,High,Festival Day
2024-07-10,Normal Days,Clothing,Jeans,92,83,9.78,9,5,54,Male,Alabama,5.0,48,Weekly,106444,7,Low,Non-Festival Day
2024-01-17,Normal Days,Accessories,Backpack,29,22,24.14,7,6,39,Male,California,4.0,12,Annually,62460,14,Low,Non-Festival Day
2024-01-12,Normal Days,Footwear,Sneakers,25,20,20.0,5,3,56,Male,Idaho,3.9,19,Every 3 Months,110397,17,Low,Non-Festival Day
2024-07-11,Normal Days,Accessories,Jewelry,71,29,59.15,42,11,39,Male,South Dakota,3.4,49,Bi-Weekly,92847,13,Low,Non-Festival Day
2024-01-22,Normal Days,Accessories,Sunglasses,106,87,17.92,19,4,37,Male,North Dakota,3.0,25,Fortnightly,113607,10,Low,Non-Festival Day
2024-04-29,Normal Days,Clothing,Shorts,119,81,31.93,38,5,25,Male,Nevada,4.9,25,Bi-Weekly,109106,19,Low,Non-Festival Day
2024-07-28,Back to School Sales,Footwear,Boots,97,58,40.21,39,11,35,Male,Florida,3.2,1,Quarterly,38449,45,High,Festival Day
2024-11-01,Normal Days,Clothing,Skirt,112,83,25.89,29,7,45,Male,Indiana,3.8,19,Annually,53536,9,Low,Non-Festival Day
2024-09-26,Normal Days,Clothing,Pants,87,59,32.18,28,6,19,Male,Arkansas,3.8,7,Quarterly,84077,25,Low,Non-Festival Day
2024-07-10,Normal Days,Clothing,T-shirt,109,93,14.68,16,3,21,Male,North Carolina,4.7,19,Monthly,58258,17,Low,Non-Festival Day
2024-06-23,Normal Days,Clothing,T-shirt,109,87,20.18,22,5,65,Male,Illinois,3.8,9,Fortnightly,68302,23,Low,Non-Festival Day
2024-10-11,Normal Days,Outerwear,Jacket,41,22,46.34,19,4,49,Male,Missouri,4.6,37,Quarterly,145937,6,Low,Non-Festival Day
2024-07-22,Back to School Sales,Clothing,Jeans,119,71,40.34,48,16,30,Male,South Dakota,4.4,15,Monthly,48865,35,High,Festival Day
2024-06-12,Normal Days,Clothing,Dress,89,69,22.47,20,5,23,Male,Idaho,3.4,30,Bi-Weekly,26645,5,Low,Non-Festival Day
2024-09-07,Normal Days,Clothing,Blouse,78,47,39.74,31,8,69,Male,Connecticut,4.7,30,Every 3 Months,139771,19,Low,Non-Festival Day
2024-08-14,Back to School Sales,Clothing,Hoodie,62,50,19.35,12,8,29,Male,Hawaii,2.9,16,Bi-Weekly,58000,44,High,Festival Day
2024-01-07,Normal Days,Clothing,T-shirt,125,96,23.2,29,7,54,Male,Maryland,3.4,14,Every 3 Months,46737,18,Low,Non-Festival Day
2024-01-29,Normal Days,Clothing,Sweater,60,39,35.0,21,5,45,Male,Maryland,3.2,8,Quarterly,31485,11,Low,Non-Festival Day
2024-02-02,Normal Days,Clothing,Shorts,117,84,28.21,33,5,25,Male,Massachusetts,2.8,40,Bi-Weekly,58565,9,Low,Non-Festival Day
2024-05-13,Normal Days,Accessories,Jewelry,40,28,30.0,12,4,34,Male,Delaware,4.3,24,Monthly,45522,24,Low,Non-Festival Day
2024-03-19,Normal Days,Clothing,T-shirt,70,51,27.14,19,3,46,Male,Massachusetts,3.3,14,Fortnightly,139614,29,Low,Non-Festival Day
2024-02-27,Normal Days,Accessories,Scarf,51,20,60.78,31,9,70,Male,New York,3.3,39,Annually,85155,20,Low,Non-Festival Day
2024-01-26,Normal Days,Footwear,Shoes,83,72,13.25,11,3,42,Male,Delaware,3.3,21,Weekly,75168,21,Low,Non-Festival Day
2024-08-13,Back to School Sales,Accessories,Sunglasses,40,33,17.5,7,10,45,Male,Massachusetts,3.0,32,Quarterly,72487,72,High,Festival Day
2024-10-11,Normal Days,Outerwear,Coat,61,28,54.1,33,5,57,Male,Indiana,2.8,45,Weekly,149948,19,Low,Non-Festival Day
2024-01-04,Normal Days,Clothing,Blouse,101,53,47.52,48,8,49,Male,Virginia,4.0,19,Monthly,32342,24,Low,Non-Festival Day
2024-04-08,Normal Days,Clothing,Jeans,76,48,36.84,28,9,23,Male,Wyoming,4.3,1,Every 3 Months,60806,20,Low,Non-Festival Day
2024-02-08,Normal Days,Clothing,Shorts,28,21,25.0,7,7,47,Male,Illinois,3.8,12,Fortnightly,68770,7,Low,Non-Festival Day
2024-09-27,Normal Days,Clothing,Shirt,46,22,52.17,24,6,23,Male,Alabama,4.2,26,Weekly,98623,10,Low,Non-Festival Day
2024-10-11,Normal Days,Accessories,Backpack,106,87,17.92,19,8,21,Male,Idaho,3.1,12,Monthly,123177,25,Low,Non-Festival Day
2024-06-05,Normal Days,Accessories,Belt,79,50,36.71,29,7,45,Male,Rhode Island,2.6,36,Every 3 Months,119785,27,Low,Non-Festival Day
2024-03-15,Normal Days,Clothing,Blouse,119,85,28.57,34,4,67,Male,New York,3.4,22,Annually,95629,17,Low,Non-Festival Day
2024-10-14,Normal Days,Clothing,Jeans,116,98,15.52,18,7,31,Male,Missouri,3.1,16,Quarterly,140993,5,Low,Non-Festival Day
2024-05-09,Normal Days,Clothing,Dress,45,34,24.44,11,3,58,Male,Texas,3.6,31,Annually,72603,25,Low,Non-Festival Day
2024-06-23,Normal Days,Clothing,Shorts,82,61,25.61,21,6,57,Male,Tennessee,2.6,43,Quarterly,146944,18,Low,Non-Festival Day
2024-03-24,Normal Days,Accessories,Jewelry,146,98,32.88,48,6,42,Male,Ohio,4.2,50,Bi-Weekly,132726,6,Low,Non-Festival Day
2024-01-22,Normal Days,Accessories,Handbag,85,61,28.24,24,3,60,Male,Tennessee,2.9,37,Weekly,101974,6,Low,Non-Festival Day
2024-01-27,Normal Days,Accessories,Jewelry,138,98,28.99,40,9,21,Male,Minnesota,4.2,23,Weekly,125947,19,Low,Non-Festival Day
2024-07-13,Normal Days,Clothing,Pants,34,21,38.24,13,2,69,Male,Wisconsin,3.3,10,Every 3 Months,46399,22,Low,Non-Festival Day
2024-12-02,Cyber Monday,Clothing,Pants,93,51,45.16,42,11,41,Male,Delaware,3.6,20,Monthly,148177,38,High,Festival Day
